"","Date","DAILY_AQI_VALUE","Site.Name","AQS_PARAMETER_DESC","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"1",1-01-20,27,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"2",1-02-20,17,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"3",1-03-20,15,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"4",1-04-20,20,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"5",1-05-20,34,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"6",1-06-20,34,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"7",1-07-20,27,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"8",1-08-20,35,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"9",1-09-20,35,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"10",1-10-20,28,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"11",1-11-20,27,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"12",1-12-20,25,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"13",NA,31,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"14",NA,27,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"15",NA,33,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"16",NA,35,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"17",NA,24,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"18",NA,16,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"19",NA,29,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"20",NA,37,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"21",NA,36,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"22",NA,21,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"23",NA,30,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"24",NA,36,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"25",NA,38,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"26",NA,33,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"27",NA,38,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"28",NA,35,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"29",NA,39,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"30",NA,33,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"31",2-01-20,30,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"32",2-02-20,37,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"33",2-03-20,42,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"34",2-04-20,44,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"35",2-05-20,33,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"36",2-06-20,24,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"37",2-07-20,33,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"38",2-08-20,40,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"39",2-09-20,38,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"40",2-10-20,32,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"41",2-11-20,20,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"42",2-12-20,23,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"43",NA,43,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"44",NA,39,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"45",NA,36,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"46",NA,35,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"47",NA,32,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"48",NA,35,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"49",NA,24,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"50",NA,32,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"51",NA,32,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"52",NA,44,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"53",NA,44,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"54",NA,44,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"55",NA,23,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"56",NA,35,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"57",3-01-20,22,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"58",3-02-20,27,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"59",3-03-20,21,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"60",3-04-20,40,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"61",3-05-20,43,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"62",3-06-20,44,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"63",3-07-20,44,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"64",3-08-20,32,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"65",3-09-20,24,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"66",3-10-20,30,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"67",3-11-20,39,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"68",3-12-20,46,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"69",NA,50,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"70",NA,43,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"71",NA,40,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"72",NA,44,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"73",NA,45,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"74",NA,47,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"75",NA,48,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"76",NA,58,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"77",NA,54,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"78",NA,49,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"79",NA,49,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"80",NA,74,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"81",NA,40,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"82",NA,36,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"83",NA,47,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"84",NA,61,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"85",NA,71,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"86",NA,54,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"87",NA,43,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
